title,year,citationCount,top_conf_citations,top_journal_citations,paperId,notes,citations_2014,citations_2015,citations_2016,citations_2017,citations_2018,citations_2019,citations_2020,citations_2021,citations_2022,citations_2023,citations_2024,ai_category
Unsupervised Paraphrasability Prediction for Compound Nominalizations,2022,2,0,0,12b860fd56cf18d390c2968092865ec6f54b18ed,,0,0,0,0,0,0,0,0,0,0,1,自然语言处理
Global Entity Disambiguation with BERT,2022,36,15,2,87bb7aa9769985cec0999a28b7ffc937296c0ff4,,0,0,0,0,0,0,0,0,4,15,11,自然语言处理
Clues Before Answers: Generation-Enhanced Multiple-Choice QA,2022,29,11,0,f2d7a20631a88fea612e29332f3c536523c1986f,,0,0,0,0,0,0,0,0,4,8,12,自然语言处理
Towards Efficient NLP: A Standard Evaluation and A Strong Baseline,2022,54,15,0,8d911c2be6b68771cc1dae24fd3c5c5dc5261e81,,0,0,0,0,0,0,0,0,16,14,14,自然语言处理
Stylized Knowledge-Grounded Dialogue Generation via Disentangled Template Rewriting,2022,13,5,1,530dbd3247bdec8ee9b2513ebbe6b6df5e4d6055,,0,0,0,0,0,0,0,0,0,6,6,自然语言处理
LUNA: Learning Slot-Turn Alignment for Dialogue State Tracking,2022,19,12,1,2fc9fef42868611ad08a2318418bf058eb4bc7a3,,0,0,0,0,0,0,0,0,5,8,4,自然语言处理
"Crossroads, Buildings and Neighborhoods: A Dataset for Fine-grained Location Recognition",2022,37,14,2,50580a4e4bcf565c5e63bbddb11db79aa5cd30d4,,0,0,0,0,0,0,0,0,0,9,17,计算机视觉
Tricks for Training Sparse Translation Models,2022,23,12,1,547284c6a9c074d7b5cee4049b59fb52ad93df41,,0,0,0,0,0,0,0,1,10,6,2,自然语言处理
Persona-Guided Planning for Controlling the Protagonist’s Persona in Story Generation,2022,26,11,0,149a523493e2c41bfbc7b1299425fa9c918c0cdd,,0,0,0,0,0,0,0,0,4,13,7,自然语言处理
CHEF: A Pilot Chinese Dataset for Evidence-Based Fact-Checking,2022,59,20,1,ef538e9f67d799b3d8fa0ed8c3e9ebf2ddd2a9ad,,0,0,0,0,0,0,0,0,0,18,23,自然语言处理
VGNMN: Video-grounded Neural Module Networks for Video-Grounded Dialogue Systems,2022,21,10,1,7bdd96f657e46c33887e82e514d06e0c16516745,,0,0,0,0,0,0,0,0,4,8,8,多模态学习
Multimodal Dialogue State Tracking,2022,10,5,1,6e562e588ff13f0d571d62ca2a9b15104b1123f3,,0,0,0,0,0,0,0,0,2,5,3,多模态学习
On the Use of Bert for Automated Essay Scoring: Joint Learning of Multi-Scale Essay Representation,2022,104,19,6,780617c4ba6e85b8c0fe5858c26530d703b1de6f,,0,0,0,0,0,0,0,0,4,20,39,自然语言处理
Recognition of They/Them as Singular Personal Pronouns in Coreference Resolution,2022,15,3,0,e44799f0a6595cb1672ef40075ed413f4674608c,,0,0,0,0,0,0,0,0,1,4,6,自然语言处理
TWEETSPIN: Fine-grained Propaganda Detection in Social Media Using Multi-View Representations,2022,28,7,0,33e220c400da5889f7943ac2ca43d2d80265ae11,,0,0,0,0,0,0,0,0,0,10,12,自然语言处理
UserIdentifier: Implicit User Representations for Simple and Effective Personalized Sentiment Analysis,2022,39,14,0,49a328730d3c6397820b733bbac903545568cd9c,,0,0,0,0,0,0,0,0,5,12,15,自然语言处理
Improving Neural Models for Radiology Report Retrieval with Lexicon-based Automated Annotation,2022,7,1,0,c1455acfd82605e1d23391d54958661babdf7eb7,,0,0,0,0,0,0,0,1,0,0,3,自然语言处理
Lifting the Curse of Multilinguality by Pre-training Modular Transformers,2022,158,62,1,c08c2fd7b269bd9d6c1162adc3b059cdf21d40a6,,0,0,0,0,0,0,0,2,17,54,58,自然语言处理
DocAMR: Multi-Sentence AMR Representation and Evaluation,2022,19,5,0,0ba7cca4e073f374df427c2324d01fdac244d1bc,,0,0,0,0,0,0,0,0,4,2,9,自然语言处理
Learning to Transfer Prompts for Text Generation,2022,43,19,2,42117d01d498eb9f8c21b788c3565bc6855d620b,,0,0,0,0,0,0,0,0,11,11,11,自然语言处理
ElitePLM: An Empirical Study on General Language Ability Evaluation of Pretrained Language Models,2022,8,3,1,7f84d56fb8feb4e50cd6c3da3e3fd4ff6c4772cf,,0,0,0,0,0,0,0,0,1,5,2,自然语言处理
Bidimensional Leaderboards: Generate and Evaluate Language Hand in Hand,2022,44,20,0,e58d2ea9b382265717fcb6c5459ed000fd58fdc9,,0,0,0,0,0,0,1,2,21,9,6,自然语言处理
Improving In-Context Few-Shot Learning via Self-Supervised Training,2022,75,32,0,81986b8a3d3fe6c5be06fc4527953fb514ad12e8,,0,0,0,0,0,0,0,0,4,28,29,机器学习（含深度学习）
Exposing the Limits of Video-Text Models through Contrast Sets,2022,33,20,0,aab700c342796155ff10e6607c3667e6e29fffb0,,0,0,0,0,0,0,0,0,1,17,8,多模态学习
Zero-shot Sonnet Generation with Discourse-level Planning and Aesthetics Features,2022,30,17,1,1ce77b594dac02d3d114fe2dba895852216825db,,0,0,0,0,0,0,0,1,3,10,13,自然语言处理
Benchmarking Intersectional Biases in NLP,2022,51,6,1,d6f002d88638de71114dab083f0ea8ceea6b6a5a,,0,0,0,0,0,0,0,0,3,25,13,模型可解释性、公平性、应用系统等
When is BERT Multilingual? Isolating Crucial Ingredients for Cross-lingual Transfer,2022,49,21,0,2a1c506860f3fd16eb41f0a59b2adc1714f8c4d0,,0,0,0,0,0,0,0,0,12,9,12,自然语言处理
How Conservative are Language Models? Adapting to the Introduction of Gender-Neutral Pronouns,2022,21,11,0,ee2bf185025005cfac7f77148ab57e3d2ad1286b,,0,0,0,0,0,0,0,0,2,11,7,自然语言处理
Prompt Waywardness: The Curious Case of Discretized Interpretation of Continuous Prompts,2022,80,33,0,4fc3542e18d685102e0b334cb9bcce4c8b63ed93,,0,0,0,0,0,0,0,2,15,32,25,自然语言处理
Contrastive Representation Learning for Cross-Document Coreference Resolution of Events and Entities,2022,14,4,0,e7ac895fd7abcc1a9a20210562c15fcdd2e1637b,,0,0,0,0,0,0,0,0,1,3,6,自然语言处理
"Learning the Ordering of Coordinate Compounds and Elaborate Expressions in Hmong, Lahu, and Chinese",2022,1,0,0,a6563f089b052f9dd93bb25b5863f3fd7e71e097,,0,0,0,0,0,0,0,0,1,0,0,自然语言处理
FRUIT: Faithfully Reflecting Updated Information in Text,2022,45,25,0,e2a193a191290fa60ac39748eeb1118ff44b9129,,0,0,0,0,0,0,0,0,9,20,9,自然语言处理
Multi2WOZ: A Robust Multilingual Dataset and Conversational Pretraining for Task-Oriented Dialog,2022,38,20,0,e1ec84ee5c64566154f48576ac17968c39413ef0,,0,0,0,0,0,0,0,2,11,10,9,自然语言处理
ChapterBreak: A Challenge Dataset for Long-Range Language Models,2022,20,8,0,b9a701c90f3d3df27366f5b29a97f798eb940ac7,,0,0,0,0,0,0,0,0,5,4,7,自然语言处理
ColBERTv2: Effective and Efficient Retrieval via Lightweight Late Interaction,2022,548,192,3,590432f953b6ce1b4b36bf66a2ac65eeee567515,,0,0,0,0,0,0,0,5,67,123,150,自然语言处理
Quantifying Language Variation Acoustically with Few Resources,2022,15,8,0,b469ecf1f6e6b069b016c839c6c02f7a3c8b4653,,0,0,0,0,0,0,0,0,0,2,8,自然语言处理
Adaptable Adapters,2022,21,8,0,90c7ea8273612b2fa12a294f171863e30d879505,,0,0,0,0,0,0,0,0,6,6,6,自然语言处理
Models in the Loop: Aiding Crowdworkers with Generative Annotation Assistants,2022,34,19,0,638b60fc1ba22bea6c9d6523d3b8dd8204057423,,0,0,0,0,0,0,0,0,11,14,7,自然语言处理
GMN: Generative Multi-modal Network for Practical Document Information Extraction,2022,9,1,0,7550b430e0cac9c1c61c26c67f6b6bd41deb645c,,0,0,0,0,0,0,0,0,2,4,2,多模态学习
One Reference Is Not Enough: Diverse Distillation with Reference Selection for Non-Autoregressive Translation,2022,25,16,0,97831c39481de706da510d5b0b938d46da316cf1,,0,0,0,0,0,0,0,0,5,12,6,自然语言处理
Can Rationalization Improve Robustness?,2022,44,21,0,27df491cf85fcfab89b845327dca8afcddb35770,,0,0,0,0,0,0,0,0,10,18,9,模型可解释性、公平性、应用系统等
On the Effectiveness of Sentence Encoding for Intent Detection Meta-Learning,2022,12,6,0,a21fcf8b8a2f9838e6acc57881cabe2953535a1a,,0,0,0,0,0,0,0,0,2,3,3,自然语言处理
A Computational Acquisition Model for Multimodal Word Categorization,2022,9,5,0,55ad84d1776f73fe484786e4fceaff917f8b82f6,,0,0,0,0,0,0,0,0,1,4,2,多模态学习
Residue-Based Natural Language Adversarial Attack Detection,2022,12,6,1,9c2d8c8d9446da7cfe3acdfb5b91abe6184c1c7c,,0,0,0,0,0,0,0,0,3,5,2,自然语言处理
Does it Really Generalize Well on Unseen Data? Systematic Evaluation of Relational Triple Extraction Methods,2022,3,0,1,6c45659d2022189a75c62a089e4fb9f07d3681cd,,0,0,0,0,0,0,0,0,0,0,3,自然语言处理
From spoken dialogue to formal summary: An utterance rewriting for dialogue summarization,2022,15,5,0,ffadd54ed8fc11a5a03ca95c302e526a68b98ca5,,0,0,0,0,0,0,0,0,4,4,2,自然语言处理
EASE: Entity-Aware Contrastive Learning of Sentence Embedding,2022,35,12,4,f5c39402fdf1df86cfd19256b44f7662aa357128,,0,0,0,0,0,0,0,0,3,15,11,自然语言处理
Is Neural Topic Modelling Better than Clustering? An Empirical Study on Clustering with Contextual Embeddings for Topics,2022,84,29,1,c550c8f6ce782162b6aca9e9f90b2c7378d0884c,,0,0,0,0,0,0,0,0,5,23,30,自然语言处理
Dynamic Multistep Reasoning based on Video Scene Graph for Video Question Answering,2022,9,5,0,0978b1c041e246ae311d2eef0ae8faf72019ea04,,0,0,0,0,0,0,0,0,1,2,2,多模态学习
TRUE: Re-evaluating Factual Consistency Evaluation,2022,315,152,4,c69f9a5185b4c29525bedb2dcc79d20b42c14cc6,,0,0,0,0,0,0,0,0,27,74,137,自然语言处理
Knowledge Inheritance for Pre-trained Language Models,2022,56,16,2,981995fd64611f475179b280f4e9c241051ac185,,0,0,0,0,0,0,0,6,9,18,15,自然语言处理
Bi-SimCut: A Simple Strategy for Boosting Neural Machine Translation,2022,15,6,1,b2bfad95134d8eb2896dd6e0f6e2ea9e963ab002,,0,0,0,0,0,0,0,0,2,9,2,自然语言处理
On Transferability of Prompt Tuning for Natural Language Processing,2022,114,44,2,46d846aa7df7b5c0cd4b129591b5754272701eae,,0,0,0,0,0,0,0,0,14,46,34,自然语言处理
DocEE: A Large-Scale and Fine-grained Benchmark for Document-level Event Extraction,2022,54,22,0,c8e30e459ad7769528ac7eae051134d245ca16ee,,0,0,0,0,0,0,0,0,4,17,17,自然语言处理
Towards Debiasing Translation Artifacts,2022,6,0,0,ffecaa278e8fd6997030adca52c852c1bbbaf3f2,,0,0,0,0,0,0,0,0,1,3,2,自然语言处理
WECHSEL: Effective initialization of subword embeddings for cross-lingual transfer of monolingual language models,2022,100,34,0,eb0024439858af7cc951ce2efa5a6533c3781799,,0,0,0,0,0,0,0,0,8,21,38,自然语言处理
A New Concept of Knowledge based Question Answering (KBQA) System for Multi-hop Reasoning,2022,15,5,1,f2cd01324eadcacadec84cd39db4e7b8aa50714f,,0,0,0,0,0,0,0,0,2,8,2,自然语言处理
Bilingual Tabular Inference: A Case Study on Indic Languages,2022,3,0,0,8146116530e1818e7aae56cadab207d1e76a5530,,0,0,0,0,0,0,0,0,0,1,0,自然语言处理
Generative Biomedical Entity Linking via Knowledge Base-Guided Pre-training and Synonyms-Aware Fine-tuning,2022,50,17,1,6ac598ff38ef38371d25ea3548bca748823695fe,,0,0,0,0,0,0,0,0,2,19,20,自然语言处理
Robust Self-Augmentation for Named Entity Recognition with Meta Reweighting,2022,25,8,0,1004b3ca520635cc1f87bf8460ba7ec5844c9a5d,,0,0,0,0,0,0,0,1,1,7,9,自然语言处理
Unsupervised Stem-based Cross-lingual Part-of-Speech Tagging for Morphologically Rich Low-Resource Languages,2022,3,2,0,f6c65ce1bd2b6eac5fbabe0575b475a8469fdbb3,,0,0,0,0,0,0,1,0,1,0,1,自然语言处理
Optimising Equal Opportunity Fairness in Model Training,2022,35,12,2,659002eac636dc3ffb87c00ad3fd1bc7bd67acad,,0,0,0,0,0,0,0,0,8,12,8,模型可解释性、公平性、应用系统等
Leaner and Faster: Two-Stage Model Compression for Lightweight Text-Image Retrieval,2022,9,4,0,835caca845d44bf9958b1b8ff4a7662cc016bf5b,,0,0,0,0,0,0,0,0,0,4,2,多模态学习
Joint Learning-based Heterogeneous Graph Attention Network for Timeline Summarization,2022,13,6,0,227ae3ce79c137bd5982040a431019617d136db5,,0,0,0,0,0,0,0,1,2,2,4,自然语言处理
Early Rumor Detection Using Neural Hawkes Process with a New Benchmark Dataset,2022,14,4,0,5d2ba0b05295fc9ca45aed381fa534311c75387d,,0,0,0,0,0,0,0,0,1,4,2,自然语言处理
Emp-RFT: Empathetic Response Generation via Recognizing Feature Transitions between Utterances,2022,17,9,0,5c6e1c2e3cd1feea0c26be6103205fc8d530c039,,0,0,0,0,0,0,0,0,2,6,7,自然语言处理
KCD: Knowledge Walks and Textual Cues Enhanced Political Perspective Detection in News Media,2022,24,14,1,70517aef0466b49bed4017c698bd9169a763a2b7,,0,0,0,0,0,0,0,0,4,9,10,自然语言处理
Collective Relevance Labeling for Passage Retrieval,2022,8,4,0,b57cea3742ba718a12cfe6e7aeec50bbff8bed9a,,0,0,0,0,0,0,0,0,2,3,1,自然语言处理
COGMEN: COntextualized GNN based Multimodal Emotion recognitioN,2022,108,16,9,01432e71f5bd1875a9c2743308a4c739e73bc50e,,0,0,0,0,0,0,0,1,4,21,39,多模态学习
Revisit Overconfidence for OOD Detection: Reassigned Contrastive Learning with Adaptive Class-dependent Threshold,2022,22,10,1,6b070b5ae52700a0d0326e3892f77bbe606177cf,,0,0,0,0,0,0,0,0,3,7,8,机器学习（含深度学习）
AISFG: Abundant Information Slot Filling Generator,2022,7,6,0,1502f20d6e2e70978c4d762b18a9e903f88ca7a9,,0,0,0,0,0,0,0,0,0,2,2,自然语言处理
Improving negation detection with negation-focused pre-training,2022,24,7,0,780fb28f911e67a7aaa4070bd6fd2ed44173dc81,,0,0,0,0,0,0,0,0,2,7,8,自然语言处理
Practice Makes a Solver Perfect: Data Augmentation for Math Word Problem Solvers,2022,14,5,0,0232a71bd47b6410dea4b00559acb93755f65fff,,0,0,0,0,0,0,0,0,1,8,4,自然语言处理
DiffCSE: Difference-based Contrastive Learning for Sentence Embeddings,2022,249,97,6,fb8c9eeec8e9c1fa8d07edcb1f71da95beaa02dd,,0,0,0,0,0,0,0,1,31,96,77,表示学习与优化方法
Generative Cross-Domain Data Augmentation for Aspect and Opinion Co-Extraction,2022,36,13,2,af666d903ff9d7a0154137fa4c2d6ea9bab42ab1,,0,0,0,0,0,0,0,0,1,11,12,自然语言处理
ProQA: Structural Prompt-based Pre-training for Unified Question Answering,2022,37,15,1,c963c505ffc4cc8b33315eb967784d0a466b3910,,0,0,0,0,0,0,0,0,7,19,6,自然语言处理
A Data Cartography based MixUp for Pre-trained Language Models,2022,7,2,0,53f61f53acc5589505ad18e166997afeac5fe06b,,0,0,0,0,0,0,0,0,2,2,2,自然语言处理
Grapheme-to-Phoneme Conversion for Thai using Neural Regression Models,2022,2,0,0,a68fc9e98be39558002513ed4984f7dc870e9211,,0,0,0,0,0,0,0,0,0,0,2,自然语言处理
Generating Authentic Adversarial Examples beyond Meaning-preserving with Doubly Round-trip Translation,2022,9,5,0,d58db2b0f59f7acc5302db2d8d43357b255d8c57,,0,0,0,0,0,0,0,0,3,1,4,自然语言处理
TVShowGuess: Character Comprehension in Stories as Speaker Guessing,2022,20,12,0,669781efb1fcb3f90420c90813782210c92154f0,,0,0,0,0,0,0,0,0,5,7,6,自然语言处理
Causal Distillation for Language Models,2022,29,8,1,075054b8038dd34089b54e20f2aa4c402d0bd29c,,0,0,0,0,0,0,0,0,3,11,8,自然语言处理
FNet: Mixing Tokens with Fourier Transforms,2022,612,125,30,1f133158a8973fb33fea188f20517cd7e69bfe7f,,0,0,0,0,0,0,1,53,117,145,156,自然语言处理
Answer Consolidation: Formulation and Benchmarking,2022,5,2,0,347dd049d9f8ab6cc2f72a8c872e2a5856dd2039,,0,0,0,0,0,0,1,0,3,0,0,自然语言处理
Informativeness and Invariance: Two Perspectives on Spurious Correlations in Natural Language,2022,27,15,2,53ed38af7df82242e0d7b13c19c814762de75bca,,0,0,0,0,0,0,0,0,10,10,5,自然语言处理
FOAM: A Follower-aware Speaker Model For Vision-and-Language Navigation,2022,23,12,0,167e4741615cee5edd6b24bdd03df2588bc2ff0b,,0,0,0,0,0,0,0,0,0,9,11,多模态学习
Improving Compositional Generalization with Latent Structure and Data Augmentation,2022,60,28,1,5626e1db3d4fa8f8de79b604ce9fb8eb96a75883,,0,0,0,0,0,0,0,0,22,22,7,机器学习（含深度学习）
"Joint Extraction of Entities, Relations, and Events via Modeling Inter-Instance and Inter-Label Dependencies",2022,37,19,0,e649a81cbcd32241a5d3234c19e4214fc322b659,,0,0,0,0,0,0,0,0,9,12,12,自然语言处理
Linguistic Frameworks Go Toe-to-Toe at Neuro-Symbolic Language Modeling,2022,12,6,1,9ffbd27bd69a05a857be0a95419c236b4cd06d43,,0,0,0,0,0,0,0,0,1,3,5,自然语言处理
Imagination-Augmented Natural Language Understanding,2022,25,11,0,4ff394ada9298daaf25d75b41f5d52e3104ec8a6,,0,0,0,0,0,0,0,0,1,13,7,自然语言处理
What company do words keep? Revisiting the distributional semantics of J.R. Firth & Zellig Harris,2022,23,5,0,7ae4508eb6334a9cfea24a28f95dfa03dc87df7e,,0,0,0,0,0,0,0,0,2,9,6,自然语言处理
Compositional Task-Oriented Parsing as Abstractive Question Answering,2022,13,11,0,114a36370d8424d0e5bf3f76b502c31b8ad173c0,,0,0,0,0,0,0,1,0,2,10,0,自然语言处理
Learning Cross-Lingual IR from an English Retriever,2022,31,17,0,c9db485a3f293db6518ce82eac840bed4cebfb8b,,0,0,0,0,0,0,0,2,2,14,10,自然语言处理
Testing the Ability of Language Models to Interpret Figurative Language,2022,94,32,1,15dd7e862b09de21fd67d5abb2b681293755ffca,,0,0,0,0,0,0,0,0,14,20,25,自然语言处理
Multi-Vector Models with Textual Guidance for Fine-Grained Scientific Document Similarity,2022,46,15,1,ee2289b89a651157139da24674cbb201f479b9bb,,0,0,0,0,0,0,0,0,9,15,10,自然语言处理
CHAI: A CHatbot AI for Task-Oriented Dialogue with Offline Reinforcement Learning,2022,51,12,1,88a9924ba302f9c5c8065d9e38798e9506c5b171,,0,0,0,0,0,0,0,0,7,22,8,强化学习与智能决策
Connecting the Dots between Audio and Text without Parallel Data through Visual Knowledge Transfer,2022,30,13,0,4c70bdfe7bbdf4899a50e25f6fdaff0d7ee97ac1,,0,0,0,0,0,0,0,0,5,13,9,多模态学习
SURF: Semantic-level Unsupervised Reward Function for Machine Translation,2022,3,0,0,0c863681a8aaca2089aaac55e68535b0cda7482f,,0,0,0,0,0,0,0,0,0,2,0,自然语言处理
Disentangling Categorization in Multi-agent Emergent Communication,2022,3,0,0,74099b8dde8a22e1b26801f52a8a1a9fd6a5fe21,,0,0,0,0,0,0,0,0,0,1,1,强化学习与智能决策
"Show, Don’t Tell: Demonstrations Outperform Descriptions for Schema-Guided Task-Oriented Dialogue",2022,27,15,0,a07fead63ca30fcd708f66de173c70f40262817c,,0,0,0,0,0,0,0,0,5,13,6,自然语言处理
Does Pre-training Induce Systematic Inference? How Masked Language Models Acquire Commonsense Knowledge,2022,9,2,0,0b483b550b21ec42d693fc04a372dbb10dd07019,,0,0,0,0,0,0,0,0,2,3,2,自然语言处理
Using Paraphrases to Study Properties of Contextual Embeddings,2022,4,1,0,c25bd2ded301e9c501d9d08428087f6e05cf4b0d,,0,0,0,0,0,0,0,0,0,2,2,自然语言处理
Measure and Improve Robustness in NLP Models: A Survey,2022,155,53,2,f91dbd39d4c742ba675e447b04a0b0c70b33e836,,0,0,0,0,0,0,1,0,18,69,34,自然语言处理
Learning to Generate Examples for Semantic Processing Tasks,2022,4,0,0,3c9a3419d2eeefa8a4d0390839cff773dbc27fca,,0,0,0,0,0,0,0,0,0,0,1,自然语言处理
Symbolic Knowledge Distillation: from General Language Models to Commonsense Models,2022,355,156,3,521ccc898395a2818fced22b4cf371b0e5121f94,,0,0,0,0,0,0,0,7,64,111,110,自然语言处理
GenIE: Generative Information Extraction,2022,82,24,2,df4d715898e04038a3a367b977fe82e479dcb291,,0,0,0,0,0,0,0,0,10,26,20,自然语言处理
Entity Linking via Explicit Mention-Mention Coreference Modeling,2022,35,14,0,5f0ae683ecdb37762f04c3a340d6cf8448512ce1,,0,0,0,0,0,0,0,1,2,10,14,自然语言处理
Massive-scale Decoding for Text Generation using Lattices,2022,8,7,0,4614acf4d5657d634b0654b06fe84a637f44606f,,0,0,0,0,0,0,0,0,3,4,1,自然语言处理
Disentangling Indirect Answers to Yes-No Questions in Real Conversations,2022,7,4,0,6c47b6dfb04f81ed6898633a08111303fe912f4a,,0,0,0,0,0,0,0,0,0,3,2,自然语言处理
Quantifying Adaptability in Pre-trained Language Models with 500 Tasks,2022,17,6,0,40b4d98588719407fb72a014ab79e4145695654b,,0,0,0,0,0,0,0,0,3,11,2,自然语言处理
Counterfactually Augmented Data and Unintended Bias: The Case of Sexism and Hate Speech Detection,2022,19,5,1,3597d42ed900c7c49a2267bcfe7a8acc0c1f4e0c,,0,0,0,0,0,0,0,0,3,10,4,模型可解释性、公平性、应用系统等
A Study of the Attention Abnormality in Trojaned BERTs,2022,65,23,1,2b843ad9fa9baa7ac0e0ef43fa5e97533e6210ce,,0,0,0,0,0,0,0,0,4,11,38,模型可解释性、公平性、应用系统等
EPiDA: An Easy Plug-in Data Augmentation Framework for High Performance Text Classification,2022,13,5,2,bc256ed6c51d0565442ab765f6c1f00612e10523,,0,0,0,0,0,0,0,0,3,2,4,自然语言处理
"Partial-input baselines show that NLI models can ignore context, but they don’t.",2022,4,1,0,b185b59806eeee55cdaca1a3f7181c4c5d3604af,,0,0,0,0,0,0,0,0,0,1,3,自然语言处理
Lifelong Pretraining: Continually Adapting Language Models to Emerging Corpora,2022,131,55,1,ed8931af08ce757a92a01ed43a0619522e10e8ff,,0,0,0,0,0,0,0,3,24,36,36,自然语言处理
Learning as Conversation: Dialogue Systems Reinforced for Information Acquisition,2022,6,2,1,ea6b152a07dcd2e4ff6c4646d8efe1314346793c,,0,0,0,0,0,0,0,0,1,5,0,自然语言处理
Dynamic Programming in Rank Space: Scaling Structured Inference with Low-Rank HMMs and PCFGs,2022,10,7,0,10e34d4fdc61df48e7da7c0a14889fbbb17483d5,,0,0,0,0,0,0,0,0,1,4,3,概率统计与推理基础
What Factors Should Paper-Reviewer Assignments Rely On? Community Perspectives on Issues and Ideals in Conference Peer-Review,2022,8,2,0,cc9f179934e0c9d092ce89ee43e1467dbb2306f0,,0,0,0,0,0,0,0,0,1,5,2,模型可解释性、公平性、应用系统等
Reducing Disambiguation Biases in NMT by Leveraging Explicit Word Sense Information,2022,7,5,0,f05fb82401162a79c9a6a608907fdf4670c8b2e6,,0,0,0,0,0,0,0,0,0,4,2,自然语言处理
Mining Clues from Incomplete Utterance: A Query-enhanced Network for Incomplete Utterance Rewriting,2022,16,9,0,caf452575e4c9a2bbd5b77be2a17ab6d81fa060d,,0,0,0,0,0,0,0,0,0,9,4,自然语言处理
Domain-Oriented Prefix-Tuning: Towards Efficient and Generalizable Fine-tuning for Zero-Shot Dialogue Summarization,2022,21,12,0,5ecc001af7dcfde1a9eb0b7e96ea4ea1fb9631e5,,0,0,0,0,0,0,0,1,3,9,6,自然语言处理
Interactive Symbol Grounding with Complex Referential Expressions,2022,4,1,0,ef8b2b46f564779c18596c3bf79bef1f93d4a72c,,0,0,0,0,0,0,0,0,0,2,2,自然语言处理
Generalized Quantifiers as a Source of Error in Multilingual NLU Benchmarks,2022,16,5,1,03d73f3073ac0d73d60d5567fc1ed558367c8279,,0,0,0,0,0,0,0,0,3,4,6,自然语言处理
Exact Paired-Permutation Testing for Structured Test Statistics,2022,6,3,0,631910c820c905cd0ed71b787e1d0d049b38f6ae,,0,0,0,0,0,0,0,0,0,2,1,概率统计与推理基础
A Balanced Data Approach for Evaluating Cross-Lingual Transfer: Mapping the Linguistic Blood Bank,2022,27,10,0,0c158af75176a98cafa8507b76c67beaf80119a7,,0,0,0,0,0,0,0,0,4,6,11,自然语言处理
SSEGCN: Syntactic and Semantic Enhanced Graph Convolutional Network for Aspect-based Sentiment Analysis,2022,121,21,7,7276ba18dbb89a1b360f03470ef9c02f53bb62e4,,0,0,0,0,0,0,0,1,4,22,49,自然语言处理
Mitigating Toxic Degeneration with Empathetic Data: Exploring the Relationship Between Toxicity and Empathy,2022,15,3,0,b1d2ef3554859c804d9b7993b83c90385717793f,,0,0,0,0,0,0,0,0,2,6,3,自然语言处理
DUCK: Rumour Detection on Social Media by Modelling User and Comment Propagation Networks,2022,38,11,1,6853c273860838a9e41e48c24fc5968c31f21a9e,,0,0,0,0,0,0,0,0,0,11,16,自然语言处理
Jam or Cream First? Modeling Ambiguity in Neural Machine Translation with SCONES,2022,12,6,1,a035c83d38885ae389672b9e9c2d9f3e9fd63564,,0,0,0,0,0,0,0,0,4,3,4,自然语言处理
SkillSpan: Hard and Soft Skill Extraction from English Job Postings,2022,68,7,3,0b2a24ab36d9b30c2dc2472421ffa02a5a25b2a4,,0,0,0,0,0,0,0,0,6,7,31,自然语言处理
RAAT: Relation-Augmented Attention Transformer for Relation Modeling in Document-Level Event Extraction,2022,33,10,1,c9e0f9ac2c7ad1518a100faca0c2da9577b915fd,,0,0,0,0,0,0,0,0,0,10,17,自然语言处理
A Double-Graph Based Framework for Frame Semantic Parsing,2022,14,7,1,1667ba5fb663205ae54cd6a5fb07036724e35d8e,,0,0,0,0,0,0,0,0,2,6,2,自然语言处理
An Enhanced Span-based Decomposition Method for Few-Shot Sequence Labeling,2022,70,23,3,26b2da6edde23167e5d62a2e74c42c681d9bd2fc,,0,0,0,0,0,0,0,0,8,23,18,自然语言处理
A Two-Stream AMR-enhanced Model for Document-level Event Argument Extraction,2022,56,23,2,5037621e03bafa4a069eafe3561af16e08338680,,0,0,0,0,0,0,0,0,2,12,26,自然语言处理
Robust (Controlled) Table-to-Text Generation with Structure-Aware Equivariance Learning,2022,56,25,0,47b23ebaeb60184569c22aa484167bc32f914fe3,,0,0,0,0,0,0,1,0,9,17,16,自然语言处理
JointLK: Joint Reasoning with Language Models and Knowledge Graphs for Commonsense Question Answering,2022,83,27,1,83c4b8fcef3c214cfae45818a5b4b637372f3083,,0,0,0,0,0,0,0,0,9,21,34,自然语言处理
Models In a Spelling Bee: Language Models Implicitly Learn the Character Composition of Tokens,2022,22,8,1,937b177d2ed7cee27ee45300c690f2f60c81bae5,,0,0,0,0,0,0,0,3,4,4,5,自然语言处理
A Corpus for Understanding and Generating Moral Stories,2022,15,6,0,272b389c94b9592dc50875444e8816e545c4a6a9,,0,0,0,0,0,0,0,0,1,1,3,自然语言处理
Modeling Multi-Granularity Hierarchical Features for Relation Extraction,2022,12,2,1,18d85088e8f79ae0fea00772ac346f76780e9b03,,0,0,0,0,0,0,0,0,0,5,5,自然语言处理
Cross-modal Contrastive Learning for Speech Translation,2022,102,71,0,1b6ceca12ca51c86f324d469914d1e2e0bcca884,,0,0,0,0,0,0,0,0,11,43,25,多模态学习
Meet Your Favorite Character: Open-domain Chatbot Mimicking Fictional Characters with only a Few Utterances,2022,42,19,0,aab1dead436211a7d9eb7a717ee63a5d23cf23f0,,0,0,0,0,0,0,0,0,3,10,21,自然语言处理
